m,-88.579
m,-88.4599
m,-87.8962
m,-88.1593
m,-87.1591
m,-87.1554
m,-87.2328
m,-87.1986
m,-87.5836
m,-87.4131
m,-87.2835
m,-87.2845
m,-87.5116
m,-87.6938
m,-86.9143
m,-86.9067
m,-86.7103
m,-86.5052
m,-86.6134
m,-86.4315
m,-86.8374
m,-86.8844
m,-87.011
m,-86.9576
m,-87.0181
m,-87.4358
m,-87.4256
m,-87.6107
m,-87.5618
m,-86.5014
m,-86.5327
m,-86.4895
m,-86.4154
m,-86.5079
m,-86.4676
m,-86.5929
m,-86.1396
m,-86.1053
m,-86.3123
m,-86.5012
m,-86.4784
m,-86.6243
m,-86.6554
m,-87.0985
m,-87.4507
m,-87.491
m,-87.6408
m,-86.7964
m,-86.5109
m,-86.5232
m,-87.1021
m,-87.1438
m,-87.0222
m,-86.9717
m,-86.9346
m,-86.9284
m,-86.9685
m,-87.1536
m,-87.1347
m,-87.1339
m,-86.6011
m,-87.2589
m,-86.9765
m,-87.2021
m,-87.2751
m,-87.2656
m,-87.1552
m,-87.2385
m,-87.1842
m,-87.2316
m,-87.3807
m,-87.3422
m,-87.2806
m,-87.7491
m,-87.6369
m,-87.3879
m,-87.2076
m,-87.4213
m,-87.3683
m,-87.2983
m,-87.2792
m,-87.372
m,-87.4983
m,-87.0437
m,-87.5178
m,-88.0247
m,-87.8251
m,-88.2809
m,-88.2628
m,-88.3971
m,-88.0884
m,-88.6542
m,-88.7279
m,-88.5371
m,-88.6432
m,-88.1438
m,-88.1643
m,-87.9552
m,-87.7886
m,-87.8918
m,-87.9495
m,-86.8903
m,-87.649
m,-87.6297
m,-87.1051
m,-86.0371
m,-85.6578
m,-85.1575
m,-84.4273
m,-84.0305
m,-84.9211
m,-85.4986
m,-85.4966
m,-84.9552
m,-85.4077
m,-85.4771
m,-85.4531
m,-85.5481
m,-85.3618
m,-85.7854
m,-86.0083
m,-86.0083
m,-85.9547
m,-85.8094
m,-84.9871
m,-84.4344
m,-84.5698
m,-83.9646
m,-84.0254
m,-83.7414
m,-83.7819
m,-84.0913
m,-83.9345
m,-84.2604
m,-83.9719
m,-83.938
m,-84.0311
m,-84.1726
m,-84.2004
m,-84.6225
m,-85.3405
m,-87.0131
m,-87.3748
m,-86.905
m,-87.3303
m,-86.4737
m,-86.639
m,-87.4045
m,-86.6685
m,-87.1088
m,-87.0521
m,-87.1275
m,-87.001
m,-86.9426
m,-86.937
m,-86.9709
m,-87.1606
m,-86.9224
m,-87.0875
m,-86.472
m,-86.3642
m,-86.4614
m,-86.4587
m,-86.5881
m,-86.4714
m,-86.6529
m,-86.5825
m,-86.8603
m,-86.7065
m,-86.7635
m,-86.7094
m,-85.6752
m,-85.7233
m,-85.5232
m,-85.6107
m,-85.8088
m,-85.759
m,-86.1752
m,-86.2276
m,-85.8955
m,-85.7287
m,-86.3318
m,-86.0567
m,-85.8283
m,-85.7798
m,-85.4493
m,-85.0361
m,-83.7939
m,-83.5424
m,-82.9669
m,-83.5597
m,-83.7228
m,-83.9924
m,-84.0252
m,-83.5631
m,-83.442
m,-83.2343
m,-83.3121
m,-83.2011
m,-83.2605
m,-83.3367
m,-83.3663
m,-83.3663
m,-83.1707
m,-83.2089
m,-83.6596
m,-83.4893
m,-83.2409
m,-83.654
m,-83.4552
m,-83.2698
m,-84.0368
m,-84.0593
m,-83.7438
m,-84.3495
m,-84.2879
m,-84.3202
m,-83.3834
m,-83.5386
m,-83.4148
m,-83.7924
m,-82.6309
m,-82.334
m,-82.153
m,-81.7091
m,-82.2931
m,-82.1623
m,-82.33
m,-82.3775
m,-82.6109
m,-82.7962
m,-82.5537
m,-82.5276
m,-82.5665
m,-82.3806
m,-82.4439
m,-82.813
m,-82.6608
m,-83.2941
m,-83.2544
m,-83.4857
m,-83.4447
m,-83.6932
m,-84.5113
m,-85.0565
m,-84.2461
m,-84.284
m,-85.057
m,-85.1745
m,-85.7023
m,-86.5584
m,-86.5806
m,-86.5564
m,-86.888
m,-88.6378
m,-87.9418
m,-88.5828
m,-87.7463
m,-88.7587
m,-89.0467
m,-88.9972
m,-89.3759
m,-88.1663
m,-87.7768
m,-87.3437
m,-87.0475
m,-86.553
m,-85.6242
m,-85.1855
m,-84.8023
m,-85.6036
m,-85.2317
m,-85.1534
m,-84.5149
m,-84.3079
m,-84.7232
m,-84.1782
m,-84.6092
m,-85.0781
m,-84.9502
m,-84.8257
m,-84.764
m,-84.7536
m,-84.7795
m,-84.8237
m,-84.8482
m,-84.8944
m,-84.4245
m,-84.3308
m,-83.3328
m,-83.4541
m,-83.6091
m,-82.8405
m,-82.6914
m,-82.8477
m,-82.9251
m,-83.6856
m,-84.6164
m,-83.5466
m,-83.476
m,-84.4616
m,-83.4079
m,-83.4436
m,-83.2601
m,-83.6015
m,-85.4241
m,-86.0214
m,-84.9429
