m,-19.632
m,-21.315
m,-21.2016
m,-80.9879
m,-81.0387
m,-47.0207
m,-19.6542
m,-19.5522
m,-19.7643
m,-80.8138
m,-19.4994
m,-44.8584
m,-20.812
m,-18.6339
m,-79.8202
m,-81.7409
m,-19.5089
m,-21.0136
m,-21.6927
m,-19.77
m,-81.2059
m,-19.9878
m,-19.6665
m,-19.6182
m,-18.7232
m,-79.6042
m,-20.9096
m,-18.116
m,-20.0893
m,-18.6903
m,-80.5608
m,-19.4228
m,-19.8178
m,-19.7813
m,-81.1256
m,-20.082
m,-82.0177
m,-20.585
m,-47.3401
m,-20.6607
m,-20.1008
m,-20.0673
m,-19.1938
m,-81.7036
m,-20.6584
m,-47.591
m,-20.0049
m,-22.2556
m,-20.9351
m,-21.0174
m,-20.808
m,-21.456
m,-21.1335
m,-48.3429
m,-20.5604
m,-46.8403
m,-47.637
m,-20.8998
m,-22.1321
m,-21.28
m,-20.7144
m,-46.4851
m,-21.3938
m,-22.2043
m,-20.7355
m,-46.8781
m,-47.9795
m,-20.1174
m,-47.0466
m,-21.4535
m,-81.0971
m,-47.9961
m,-20.412
m,-21.0312
m,-19.8553
m,-20.6435
m,-81.3417
m,-19.9927
m,-46.4909
m,-20.0886
m,-19.3746
m,-21.4598
m,-19.954
m,-21.5898
m,-20.292
m,-21.971
m,-20.3192
m,-20.4085
m,-21.1812
m,-21.1909
m,-20.3831
m,-19.3
m,-80.7292
m,-45.8796
m,-80.6997
m,-20.3007
m,-19.7522
m,-20.5295
m,-80.3822
m,-21.6395
m,-19.8883
m,-19.0682
m,-20.4421
m,-20.8155
m,-20.1521
m,-19.146
m,-21.0371
m,-19.2753
m,-46.5073
m,-19.2396
m,-80.9374
m,-19.2319
m,-45.7213
m,-18.8009
m,-20.1141
m,-20.006
m,-80.3727
m,-20.2394
m,-81.2983
m,-19.7754
m,-80.3399
m,-81.1626
m,-20.3535
m,-19.8155
m,-18.9461
m,-46.1365
m,-19.046
m,-18.5901
m,-80.604
m,-18.8225
m,-46.249
m,-18.8592
m,-80.2357
m,-20.0017
m,-19.0095
m,-80.3244
m,-81.1973
m,-21.5742
m,-21.0865
m,-81.032
m,-21.3132
m,-21.8521
m,-21.8565
m,-21.4164
m,-46.8332
m,-46.5577
m,-82.36
m,-20.768
m,-46.7469
m,-81.276
m,-47.6125
m,-20.4131
m,-21.7407
m,-47.0214
m,-21.344
m,-20.6551
m,-19.6325
m,-80.4724
m,-20.9549
m,-21.446
m,-20.0275
m,-20.55
m,-19.5383
m,-81.6235
m,-20.3331
m,-81.1513
m,-21.2264
m,-46.6303
m,-20.641
m,-19.7201
m,-21.5232
m,-20.3122
m,-20.8515
m,-22.1246
m,-20.1835
m,-22.3894
m,-19.9559
m,-21.4121
m,-20.2533
m,-20.2606
m,-19.9738
m,-19.5483
m,-45.2398
m,-20.5772
m,-18.5502
m,-80.6655
m,-20.0372
m,-19.9775
m,-20.8016
m,-21.7246
m,-20.1629
m,-82.6319
m,-21.0483
m,-47.3952
m,-47.02
m,-81.802
m,-22.3282
m,-22.1238
m,-22.7158
m,-20.9126
m,-21.0865
m,-20.2082
m,-20.5112
m,-19.6916
m,-46.971
m,-20.5125
m,-20.1848
m,-22.2796
m,-20.0419
m,-22.2468
m,-20.9895
m,-47.0328
m,-81.1616
m,-47.8465
m,-20.9501
m,-21.0698
m,-23.0318
m,-20.7007
m,-21.1948
m,-20.6827
m,-20.9423
m,-81.0312
m,-21.0046
m,-45.9502
m,-21.5731
m,-20.1102
m,-80.9833
m,-21.303
m,-82.1045
m,-20.7155
m,-21.7865
m,-21.9937
m,-20.6963
m,-19.8228
m,-45.5524
m,-20.0833
m,-19.79
m,-18.6165
m,-80.4884
m,-19.5731
m,-21.3541
m,-19.6241
m,-81.8392
m,-19.7799
m,-21.2442
m,-19.7765
m,-20.7103
m,-19.9088
m,-19.4994
m,-20.5795
m,-20.5522
m,-81.9711
m,-20.0577
m,-81.2595
m,-81.8332
m,-20.9919
m,-20.0604
m,-47.8778
m,-20.2899
m,-20.6261
m,-20.4773
m,-20.7951
m,-19.7802
m,-81.1132
m,-21.7552
m,-20.8116
m,-19.5375
m,-21.0611
m,-20.1935
m,-19.8316
m,-21.3517
m,-19.9338
m,-21.767
m,-20.244
m,-81.704
m,-20.4708
m,-21.5439
m,-20.3948
m,-21.7173
m,-20.6604
m,-20.2988
m,-20.6998
m,-19.8769
m,-22.3491
m,-19.8816
m,-81.925
m,-20.269
m,-21.5102
m,-19.8105
m,-19.2959
m,-20.8012
m,-20.6074
m,-20.3291
m,-21.5762
m,-19.3363
m,-80.5303
m,-80.6475
m,-80.599
m,-20.7135
m,-21.6454
m,-19.4055
m,-45.6666
m,-20.8275
m,-19.2772
m,-20.455
m,-19.06
m,-80.428
m,-20.979
m,-21.4772
m,-21.2435
m,-82.0221
m,-20.2451
m,-20.3523
m,-19.9653
m,-20.9177
m,-20.5167
m,-20.1445
m,-19.6269
m,-20.658
m,-81.3512
m,-20.0188
m,-81.2569
m,-22.0215
m,-21.1039
m,-20.609
m,-21.1524
m,-21.6704
m,-19.6137
m,-20.9146
m,-20.6883
m,-19.0036
m,-45.1321
m,-80.9638
m,-19.135
m,-20.1478
m,-80.7996
m,-19.7129
m,-21.4687
m,-20.0009
m,-81.7212
m,-20.5394
m,-20.6632
m,-22.7589
m,-21.4787
m,-22.3104
m,-47.78
m,-22.0935
m,-21.0645
m,-20.687
m,-46.9715
m,-20.7606
m,-19.5542
m,-19.546
m,-20.4649
m,-19.1777
m,-18.6598
m,-80.0278
m,-18.493
m,-19.3439
m,-79.5953
m,-19.4473
m,-19.2915
m,-80.0913
m,-81.3074
m,-19.5903
m,-80.5419
m,-20.3485
m,-79.8723
m,-19.5478
m,-18.9774
m,-19.7555
m,-18.1438
m,-19.9265
m,-18.4301
m,-80.6029
b,-21.8085
b,-21.9022
b,-22.2784
b,-21.0741
b,-22.7848
b,-22.641
b,-21.2212
b,-23.2286
b,-22.2105
b,-22.0429
b,-21.5695
b,-23.0858
b,-22.7101
b,-21.5841
b,-22.7824
b,-21.7518
b,-22.1719
b,-21.7895
b,-21.6163
b,-23.0113
b,-23.1298
b,-22.2678
b,-21.5372
b,-21.8618
b,-23.2122
b,-21.656
b,-22.6567
b,-23.0806
b,-21.9348
b,-23.3157
b,-22.25
b,-21.7778
b,-21.6029
b,-23.6765
b,-21.8075
b,-22.5756
b,-21.8402
b,-21.6682
b,-21.515
b,-21.2422
b,-23.2599
b,-21.5011
b,-21.8615
b,-21.0823
b,-22.0225
b,-21.4192
b,-20.3433
b,-21.636
b,-21.1424
b,-22.5714
b,-20.2953
b,-22.3672
b,-20.534
b,-21.7549
b,-22.4111
b,-20.7244
b,-22.6156
b,-21.4462
b,-20.9138
b,-23.231
b,-21.6104
b,-22.7247
b,-23.7027
b,-21.8671
b,-22.408
b,-21.8187
b,-22.284
b,-22.3394
b,-21.3291
b,-21.1635
b,-22.694
b,-22.0389
b,-21.3524
b,-21.2377
b,-23.0767
b,-21.4175
b,-22.9443
b,-21.6942
b,-21.3841
b,-22.9672
b,-21.8802
b,-21.5884
b,-21.0518
b,-23.4541
b,-21.8196
b,-22.5478
b,-21.974
b,-21.8113
b,-24.0359
b,-21.8437
b,-22.274
b,-21.6644
b,-22.0299
b,-21.1121
b,-21.1111
b,-21.4607
b,-21.1141
